Index,Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
2885,15-10-2015,2015,Greenwich,1799070,2340000,?,Detached House,3,3,1100,1.340225,West
2886,15-10-2015,2015,Fairfield,309120,400000,?,Detached House,3,3,930,1.340225,East
2887,15-10-2015,2015,Greenwich,361480,520000,Single Family,Detached House,3,3,907,1.340225,South
2888,16-10-2015,2015,Bridgeport,162450,72000,Three Family,Triplex,6,6,1976,1.340225,North
2889,16-10-2015,2015,Stamford,460950,666000,Single Family,Detached House,3,3,946,1.340225,West
2890,16-10-2015,2015,West Hartford,104930,250000,Single Family,Detached House,3,3,1055,1.340225,West
2891,16-10-2015,2015,Fairfield,273350,390000,Single Family,Detached House,3,1,914,1.340225,South
2892,16-10-2015,2015,Bridgeport,7568480,27500,Single Family,Detached House,3,3,1086,1.340225,East
2893,17-10-2015,2015,Waterbury,131540,210000,?,Fourplex,8,6,2795,1.340225,South
2894,17-10-2015,2015,West Hartford,119000,120000,Single Family,Detached House,3,3,1042,1.340225,North
2895,17-10-2015,2015,Greenwich,1692460,2085000,Single Family,Detached House,3,2,997,1.340225,South
2896,17-10-2015,2015,Bridgeport,138880,50000,?,Detached House,3,1,943,1.340225,South
2897,18-10-2015,2015,Greenwich,1871240,3375000,Single Family,Detached House,3,3,1062,1.340225,South
2898,18-10-2015,2015,Waterbury,75320,37500,?,Detached House,3,3,991,1.340225,South
2899,18-10-2015,2015,Stamford,320790,515000,Single Family,Detached House,3,3,982,1.340225,South
2900,18-10-2015,2015,Stamford,492480,970000,Single Family,Detached House,3,3,1097,1.340225,North
2901,18-10-2015,2015,Stamford,243680,431500,?,Detached House,3,1,1091,1.340225,East
2902,21-10-2015,2015,Bridgeport,116380,148000,Single Family,Detached House,3,2,901,1.340225,West
2903,21-10-2015,2015,Waterbury,79790,13500,Single Family,Detached House,3,3,956,1.340225,South
2904,21-10-2015,2015,Greenwich,1836170,3030000,Single Family,Detached House,3,3,965,1.340225,North
2905,21-10-2015,2015,Fairfield,206850,246667,Two Family,Duplex,4,2,1312,1.340225,West
2906,23-10-2015,2015,Bridgeport,148990,159000,Two Family,Duplex,4,2,1311,1.340225,North
2907,23-10-2015,2015,Bridgeport,126280,65000,Single Family,Detached House,3,1,1090,1.340225,East
2908,23-10-2015,2015,Fairfield,1674260,2050000,Single Family,Detached House,3,1,1092,1.340225,West
2909,23-10-2015,2015,Greenwich,1504370,2647500,Single Family,Detached House,3,2,917,1.340225,South
2910,24-10-2015,2015,Stamford,380110,675000,Single Family,Detached House,3,1,1032,1.340225,North
2911,28-10-2015,2015,Stamford,759340,1125000,Single Family,Detached House,3,3,989,1.340225,East
2912,28-10-2015,2015,Bridgeport,191640,241314,Two Family,Duplex,4,4,1483,1.340225,West
2913,28-10-2015,2015,Waterbury,100670,63750,Single Family,Detached House,3,2,1029,1.340225,South
2914,28-10-2015,2015,Waterbury,99010,71500,Single Family,Detached House,3,3,1097,1.340225,North
2915,29-10-2015,2015,Bridgeport,163350,144200,Single Family,Detached House,3,3,977,1.340225,West
2916,29-10-2015,2015,Bridgeport,199490,180000,Three Family,Triplex,6,4,1977,1.340225,South
2917,30-10-2015,2015,West Hartford,111790,155000,Single Family,Detached House,3,3,947,1.340225,West
2918,31-10-2015,2015,Stamford,283220,525000,Two Family,Duplex,4,2,1315,1.340225,South
2919,31-10-2015,2015,Fairfield,560420,867500,Single Family,Detached House,3,2,1079,1.340225,East
2920,01-11-2015,2015,Stamford,752770,975000,Single Family,Detached House,3,2,1077,1.340225,West
2921,01-11-2015,2015,Stamford,419870,712000,Single Family,Detached House,3,3,994,1.340225,West
2922,04-11-2015,2015,Fairfield,566090,1125000,Single Family,Detached House,3,1,970,1.340225,North
2923,04-11-2015,2015,West Hartford,216230,327500,Single Family,Detached House,3,2,1083,1.340225,East
2924,04-11-2015,2015,West Hartford,251930,395000,Single Family,Detached House,3,2,1047,1.340225,South
2925,04-11-2015,2015,Stamford,552950,1175000,Single Family,Detached House,3,1,1087,1.340225,South
2926,04-11-2015,2015,Waterbury,85550,70000,Two Family,Duplex,4,2,1301,1.340225,East
2927,05-11-2015,2015,Greenwich,539630,1315000,Single Family,Detached House,3,2,1063,1.340225,West
2928,05-11-2015,2015,Waterbury,78800,36000,Single Family,Detached House,3,3,992,1.340225,North
2929,06-11-2015,2015,Waterbury,41050,49900,Single Family,Detached House,3,2,1085,1.340225,South
2930,06-11-2015,2015,Greenwich,596680,626850,Single Family,Detached House,3,1,1068,1.340225,North
2931,08-11-2015,2015,Fairfield,665350,1170000,?,Detached House,3,1,1007,1.340225,North
2932,08-11-2015,2015,Waterbury,13990,27000,?,Detached House,3,2,1089,1.340225,East
2933,12-11-2015,2015,Waterbury,79480,61000,Three Family,Triplex,6,5,2126,1.340225,East
2934,12-11-2015,2015,West Hartford,189910,295000,Single Family,Detached House,3,3,937,1.340225,West
2935,14-11-2015,2015,West Hartford,148680,196000,Single Family,Detached House,3,1,1020,1.340225,North
2936,14-11-2015,2015,Fairfield,329490,355000,Single Family,Detached House,3,2,1048,1.340225,South
2937,15-11-2015,2015,Greenwich,1303400,2600000,Single Family,Detached House,3,1,938,1.340225,West
2938,18-11-2015,2015,Greenwich,1315020,2200000,?,Detached House,3,3,1089,1.340225,South
2939,18-11-2015,2015,Bridgeport,140820,41500,Two Family,Duplex,4,3,1366,1.340225,West
2940,18-11-2015,2015,Waterbury,71140,35800,Single Family,Detached House,3,1,968,1.340225,East
2941,18-11-2015,2015,Stamford,253800,438000,?,Detached House,3,2,1099,1.340225,East
2942,20-11-2015,2015,Fairfield,436730,710000,Single Family,Detached House,3,3,964,1.340225,West
2943,21-11-2015,2015,Bridgeport,151340,89309,?,Duplex,4,3,1294,1.340225,West
2944,21-11-2015,2015,Waterbury,85640,72000,Single Family,Detached House,3,2,957,1.340225,West
2945,21-11-2015,2015,Bridgeport,112780,149900,Single Family,Detached House,3,1,1029,1.340225,East
2946,21-11-2015,2015,West Hartford,241080,375000,Single Family,Detached House,3,1,988,1.340225,West
2947,21-11-2015,2015,Stamford,169050,250000,?,Detached House,3,3,999,1.340225,South
2948,22-11-2015,2015,Stamford,283030,300000,Single Family,Detached House,3,1,940,1.340225,East
2949,25-11-2015,2015,Bridgeport,191700,228000,Single Family,Detached House,3,1,918,1.340225,West
2950,25-11-2015,2015,Stamford,440450,560000,Single Family,Detached House,3,1,1021,1.340225,West
2951,26-11-2015,2015,Fairfield,2297050,2825000,Single Family,Detached House,3,2,903,1.340225,South
2952,26-11-2015,2015,Stamford,384600,510000,Single Family,Detached House,3,2,933,1.340225,North
2953,26-11-2015,2015,Waterbury,97020,120000,Three Family,Triplex,6,6,1812,1.340225,East
2954,27-11-2015,2015,Waterbury,100100,125000,Single Family,Detached House,3,2,910,1.340225,East
2955,27-11-2015,2015,West Hartford,247520,409900,?,Detached House,3,1,1020,1.340225,North
2956,27-11-2015,2015,Greenwich,7639380,10832000,?,Detached House,3,1,1065,1.340225,South
2957,29-11-2015,2015,Waterbury,19800,8000,?,Detached House,3,2,934,1.340225,South
2958,29-11-2015,2015,Waterbury,28780,30000,Three Family,Triplex,6,4,2004,1.340225,East
2959,02-12-2015,2015,Bridgeport,210480,155000,Three Family,Triplex,6,4,2080,1.340225,North
2960,03-12-2015,2015,Waterbury,54710,23000,Single Family,Detached House,3,2,931,1.340225,East
2961,03-12-2015,2015,Stamford,410350,695000,Single Family,Detached House,3,1,1004,1.340225,West
2962,04-12-2015,2015,Bridgeport,172600,66000,Two Family,Duplex,4,3,1332,1.340225,North
2963,04-12-2015,2015,West Hartford,113820,177500,Single Family,Detached House,3,2,947,1.340225,East
2964,05-12-2015,2015,Fairfield,331800,250000,Single Family,Detached House,3,2,1057,1.340225,East
2965,05-12-2015,2015,Stamford,730170,1075000,Single Family,Detached House,3,1,905,1.340225,North
2966,05-12-2015,2015,Greenwich,4264260,4070000,Single Family,Detached House,3,2,967,1.340225,East
2967,06-12-2015,2015,Fairfield,499100,558000,Single Family,Detached House,3,1,1023,1.340225,West
2968,06-12-2015,2015,Waterbury,101400,110000,?,Detached House,3,2,1090,1.340225,North
2969,06-12-2015,2015,Greenwich,767130,1352500,Single Family,Detached House,3,2,957,1.340225,East
2970,09-12-2015,2015,West Hartford,251860,393000,?,Detached House,3,1,1006,1.340225,West
2971,09-12-2015,2015,Bridgeport,94540,92000,Single Family,Detached House,3,1,1093,1.340225,East
2972,09-12-2015,2015,Fairfield,316750,420000,Single Family,Detached House,3,2,1002,1.340225,West
2973,09-12-2015,2015,West Hartford,173250,220000,?,Detached House,3,3,1021,1.340225,East
2974,09-12-2015,2015,West Hartford,213640,365000,Single Family,Detached House,3,1,925,1.340225,North
2975,10-12-2015,2015,Bridgeport,173900,110000,Three Family,Triplex,6,6,1954,1.340225,West
2976,10-12-2015,2015,Greenwich,750260,1050000,Single Family,Detached House,3,2,906,1.340225,North
2977,10-12-2015,2015,Bridgeport,140690,80100,Single Family,Detached House,3,2,1036,1.340225,East
2978,10-12-2015,2015,Stamford,1533350,2500000,Single Family,Detached House,3,3,1036,1.340225,East
2979,11-12-2015,2015,West Hartford,170590,210000,Single Family,Detached House,3,1,972,1.340225,South
2980,13-12-2015,2015,Waterbury,75490,64500,Single Family,Detached House,3,3,962,1.340225,South
2981,13-12-2015,2015,Waterbury,67410,85501,Single Family,Detached House,3,3,921,1.340225,East
2982,16-12-2015,2015,Stamford,380470,540000,Single Family,Detached House,3,2,1024,1.340225,East
2983,17-12-2015,2015,Waterbury,138200,78750,Single Family,Detached House,3,3,918,1.340225,South
2984,18-12-2015,2015,West Hartford,346570,610000,Single Family,Detached House,3,3,1004,1.340225,East
2985,19-12-2015,2015,Fairfield,594860,750000,Single Family,Detached House,3,1,906,1.340225,West
2986,19-12-2015,2015,Bridgeport,141960,34050,Three Family,Triplex,6,5,1994,1.340225,North
2987,19-12-2015,2015,Greenwich,1712200,2935000,Single Family,Detached House,3,1,964,1.340225,East
2988,19-12-2015,2015,Waterbury,57410,67000,?,Detached House,3,2,1089,1.340225,North
2989,19-12-2015,2015,Bridgeport,83280,30000,?,Detached House,3,2,901,1.340225,North
2990,20-12-2015,2015,Greenwich,901040,1425000,?,Detached House,3,3,1000,1.340225,West
2991,20-12-2015,2015,Fairfield,467670,635000,Single Family,Detached House,3,2,1087,1.340225,West
2992,20-12-2015,2015,Fairfield,626780,735000,?,Detached House,3,2,1012,1.340225,West
2993,23-12-2015,2015,West Hartford,178220,277000,?,Detached House,3,1,1008,1.340225,West
2994,23-12-2015,2015,Bridgeport,172720,147000,Two Family,Duplex,4,2,1491,1.340225,North
2995,24-12-2015,2015,Bridgeport,107280,85000,Single Family,Detached House,3,1,1027,1.340225,West
2996,27-12-2015,2015,Stamford,301520,255000,Four Family,Fourplex,8,8,2510,1.340225,South
2997,27-12-2015,2015,Waterbury,100930,15000,Three Family,Triplex,6,4,1817,1.340225,East
2998,30-12-2015,2015,Waterbury,58890,30000,?,Detached House,3,1,950,1.340225,North
2999,30-12-2015,2015,West Hartford,207270,400000,?,Detached House,3,2,900,1.340225,North
3000,31-12-2015,2015,Bridgeport,135890,49000,Two Family,Duplex,4,2,1486,1.340225,South
3001,31-12-2015,2015,Stamford,238270,330000,Single Family,Detached House,3,2,1006,1.340225,West
3002,02-01-2016,2016,Fairfield,341040,675000,Single Family,Detached House,3,1,1081,1.348259,East
3003,02-01-2016,2016,West Hartford,302750,609807,Single Family,Detached House,3,1,1024,1.348259,North
3004,06-01-2016,2016,Fairfield,304920,585000,Single Family,Detached House,3,2,1046,1.348259,South
3005,06-01-2016,2016,Fairfield,340620,299250,Single Family,Detached House,3,2,1030,1.348259,West
3006,07-01-2016,2016,Waterbury,66460,61900,?,Detached House,3,1,1011,1.348259,North
3007,08-01-2016,2016,Stamford,218690,320000,Single Family,Detached House,3,2,1086,1.348259,West
3008,10-01-2016,2016,Fairfield,1307180,1100000,Single Family,Detached House,3,3,911,1.348259,East
3009,13-01-2016,2016,Stamford,313940,400000,Single Family,Detached House,3,2,914,1.348259,West
3010,13-01-2016,2016,Waterbury,83290,78000,Single Family,Detached House,3,1,1078,1.348259,South
3011,14-01-2016,2016,Greenwich,1502830,2675000,Single Family,Detached House,3,2,993,1.348259,East
3012,15-01-2016,2016,Waterbury,53210,32500,?,Triplex,6,6,1847,1.348259,North
3013,15-01-2016,2016,Waterbury,47510,36000,Three Family,Triplex,6,6,2068,1.348259,North
3014,15-01-2016,2016,Greenwich,688100,1128000,Single Family,Detached House,3,2,907,1.348259,South
3015,15-01-2016,2016,Bridgeport,138390,208000,Single Family,Detached House,3,1,1042,1.348259,East
3016,21-01-2016,2016,Waterbury,112390,180000,?,Detached House,3,2,1008,1.348259,South
3017,23-01-2016,2016,Fairfield,507850,800000,Single Family,Detached House,3,2,929,1.348259,West
3018,23-01-2016,2016,Waterbury,116250,163500,Single Family,Detached House,3,1,1011,1.348259,South
3019,23-01-2016,2016,Waterbury,39450,14500,Single Family,Detached House,3,2,922,1.348259,South
3020,27-01-2016,2016,West Hartford,257670,433000,?,Detached House,3,2,916,1.348259,North
3021,28-01-2016,2016,Stamford,324640,545000,Single Family,Detached House,3,1,1065,1.348259,West
3022,28-01-2016,2016,Bridgeport,117300,83000,?,Detached House,3,3,902,1.348259,West
3023,28-01-2016,2016,Bridgeport,148710,176800,Three Family,Triplex,6,5,2087,1.348259,South
3024,28-01-2016,2016,Waterbury,76810,109900,Single Family,Detached House,3,1,934,1.348259,North
3025,29-01-2016,2016,Bridgeport,186640,120000,?,Duplex,4,4,1379,1.348259,West
3026,29-01-2016,2016,Bridgeport,142840,151620,?,Detached House,3,1,1018,1.348259,East
3027,29-01-2016,2016,West Hartford,193690,350000,Single Family,Detached House,3,1,1075,1.348259,West
3028,29-01-2016,2016,Waterbury,43370,45000,Single Family,Detached House,3,1,1012,1.348259,South
3029,29-01-2016,2016,Greenwich,1811110,2000000,Single Family,Detached House,3,3,951,1.348259,East
3030,03-02-2016,2016,West Hartford,317310,390000,Single Family,Detached House,3,3,911,1.348259,West
3031,03-02-2016,2016,West Hartford,395360,690000,Single Family,Detached House,3,1,976,1.348259,East
3032,04-02-2016,2016,Waterbury,45420,70000,Three Family,Triplex,6,4,1811,1.348259,South
3033,04-02-2016,2016,Greenwich,1192940,2628700,?,Detached House,3,1,1039,1.348259,West
3034,04-02-2016,2016,Stamford,318890,515000,?,Detached House,3,2,1028,1.348259,East
3035,04-02-2016,2016,Bridgeport,162370,50000,Two Family,Duplex,4,4,1259,1.348259,West
3036,06-02-2016,2016,Bridgeport,193870,260000,Single Family,Detached House,3,1,997,1.348259,North
3037,07-02-2016,2016,Fairfield,333970,405000,Single Family,Detached House,3,3,1084,1.348259,East
3038,07-02-2016,2016,Fairfield,619220,1775000,Single Family,Detached House,3,3,982,1.348259,North
3039,10-02-2016,2016,Waterbury,58230,27500,?,Detached House,3,1,990,1.348259,North
3040,11-02-2016,2016,Stamford,259000,371000,Single Family,Detached House,3,2,935,1.348259,East
3041,14-02-2016,2016,Waterbury,89270,45100,Two Family,Duplex,4,3,1360,1.348259,North
3042,18-02-2016,2016,Fairfield,372960,545000,Single Family,Detached House,3,2,1058,1.348259,West
3043,19-02-2016,2016,Greenwich,718480,1400000,Three Family,Triplex,6,4,2190,1.348259,West
3044,19-02-2016,2016,Bridgeport,82020,30000,Single Family,Detached House,3,3,988,1.348259,North
3045,20-02-2016,2016,Bridgeport,162380,105000,Single Family,Detached House,3,1,1008,1.348259,South
3046,21-02-2016,2016,Greenwich,6731410,11840000,Single Family,Detached House,3,3,1072,1.348259,East
3047,24-02-2016,2016,Waterbury,113490,168000,Single Family,Detached House,3,2,929,1.348259,North
3048,24-02-2016,2016,West Hartford,169120,260000,Single Family,Detached House,3,1,930,1.348259,West
3049,25-02-2016,2016,Bridgeport,125910,140000,Single Family,Detached House,3,1,1043,1.348259,East
3050,25-02-2016,2016,Fairfield,333200,660000,Single Family,Detached House,3,1,1073,1.348259,South
3051,26-02-2016,2016,Waterbury,77730,42000,Single Family,Detached House,3,2,941,1.348259,East
3052,28-02-2016,2016,Greenwich,637490,815000,Single Family,Detached House,3,2,945,1.348259,South
3053,28-02-2016,2016,Waterbury,68460,29900,Three Family,Triplex,6,5,2134,1.348259,East
3054,28-02-2016,2016,Fairfield,313390,368000,Single Family,Detached House,3,3,986,1.348259,East
3055,03-03-2016,2016,Fairfield,244720,270000,Single Family,Detached House,3,3,1025,1.348259,East
3056,03-03-2016,2016,Waterbury,61760,60000,Single Family,Detached House,3,2,966,1.348259,East
3057,03-03-2016,2016,Bridgeport,132890,160000,Single Family,Detached House,3,2,914,1.348259,North
3058,03-03-2016,2016,West Hartford,130970,199923,Single Family,Detached House,3,3,901,1.348259,North
3059,03-03-2016,2016,Waterbury,52710,17000,?,Detached House,3,3,991,1.348259,North
3060,04-03-2016,2016,Bridgeport,136550,55000,?,Detached House,3,3,1045,1.348259,South
3061,04-03-2016,2016,Fairfield,402010,512000,Single Family,Detached House,3,2,1088,1.348259,North
3062,04-03-2016,2016,Waterbury,16370,6000,Two Family,Duplex,4,4,1233,1.348259,South
3063,04-03-2016,2016,Waterbury,58140,31500,Single Family,Detached House,3,2,939,1.348259,West
3064,04-03-2016,2016,Greenwich,1947890,3050000,Single Family,Detached House,3,2,1011,1.348259,West
3065,06-03-2016,2016,Bridgeport,151340,100000,?,Duplex,4,4,1463,1.348259,East
3066,06-03-2016,2016,West Hartford,127260,197000,Single Family,Detached House,3,3,974,1.348259,West
3067,07-03-2016,2016,Waterbury,89350,132000,Single Family,Detached House,3,3,1053,1.348259,North
3068,07-03-2016,2016,Waterbury,77800,102000,Single Family,Detached House,3,1,930,1.348259,North
3069,10-03-2016,2016,Fairfield,312340,375000,Three Family,Triplex,6,6,2056,1.348259,South
3070,10-03-2016,2016,West Hartford,123550,148000,Single Family,Detached House,3,1,1048,1.348259,West
3071,10-03-2016,2016,Stamford,1176990,2075000,Single Family,Detached House,3,2,1089,1.348259,North
3072,12-03-2016,2016,Waterbury,69660,66000,Two Family,Duplex,4,3,1227,1.348259,North
3073,17-03-2016,2016,Bridgeport,160130,150000,?,Detached House,3,3,935,1.348259,North
3074,17-03-2016,2016,West Hartford,111440,147000,Single Family,Detached House,3,3,1093,1.348259,East
3075,17-03-2016,2016,West Hartford,262500,485000,Single Family,Detached House,3,3,988,1.348259,East
3076,17-03-2016,2016,Stamford,308730,504000,Four Family,Fourplex,8,7,2700,1.348259,North
3077,17-03-2016,2016,Bridgeport,123210,100000,Single Family,Detached House,3,1,961,1.348259,East
3078,17-03-2016,2016,Bridgeport,122210,75000,Single Family,Detached House,3,1,1029,1.348259,North
3079,17-03-2016,2016,Bridgeport,171080,110000,Three Family,Triplex,6,4,2193,1.348259,North
3080,17-03-2016,2016,Bridgeport,132580,88500,Single Family,Detached House,3,2,970,1.348259,South
3081,18-03-2016,2016,Stamford,350980,110000,Single Family,Detached House,3,3,939,1.348259,West
3082,18-03-2016,2016,Waterbury,100820,165000,Single Family,Detached House,3,3,1084,1.348259,East
3083,19-03-2016,2016,Waterbury,62690,14375,?,Detached House,3,3,1070,1.348259,South
3084,20-03-2016,2016,Bridgeport,133860,35000,Single Family,Detached House,3,3,969,1.348259,East
3085,21-03-2016,2016,Waterbury,66900,30100,?,Duplex,4,4,1333,1.348259,West
3086,21-03-2016,2016,Fairfield,333410,205000,Single Family,Detached House,3,2,1054,1.348259,North
3087,24-03-2016,2016,Bridgeport,120000,145110,Single Family,Detached House,3,1,985,1.348259,North
3088,25-03-2016,2016,Waterbury,122880,170000,Single Family,Detached House,3,2,999,1.348259,East
3089,25-03-2016,2016,Stamford,297660,322500,Single Family,Detached House,3,3,916,1.348259,South
3090,25-03-2016,2016,Waterbury,210240,310000,Single Family,Detached House,3,1,1011,1.348259,West
3091,27-03-2016,2016,Fairfield,613060,1130000,Single Family,Detached House,3,3,986,1.348259,West
3092,27-03-2016,2016,Waterbury,28710,12587,Three Family,Triplex,6,5,1923,1.348259,West
3093,28-03-2016,2016,Fairfield,625940,700000,Single Family,Detached House,3,3,1098,1.348259,West
3094,28-03-2016,2016,Greenwich,2122540,2515000,Single Family,Detached House,3,1,1053,1.348259,West
3095,28-03-2016,2016,Waterbury,83910,120000,Single Family,Detached House,3,1,943,1.348259,South
3096,31-03-2016,2016,West Hartford,168140,280000,Single Family,Detached House,3,1,987,1.348259,North
3097,31-03-2016,2016,Fairfield,239050,248110,Single Family,Detached House,3,3,922,1.348259,North
3098,31-03-2016,2016,Stamford,305730,620000,Single Family,Detached House,3,1,1005,1.348259,South
3099,31-03-2016,2016,Bridgeport,149320,196000,Single Family,Detached House,3,3,1011,1.348259,East
3100,01-04-2016,2016,Fairfield,437010,440000,Single Family,Detached House,3,2,911,1.348259,South
3101,01-04-2016,2016,Fairfield,368690,20000,Single Family,Detached House,3,3,991,1.348259,East
3102,01-04-2016,2016,Bridgeport,166760,130500,?,Duplex,4,2,1248,1.348259,East
3103,01-04-2016,2016,Bridgeport,172600,43000,?,Duplex,4,2,1450,1.348259,North
3104,01-04-2016,2016,Waterbury,89130,143000,Single Family,Detached House,3,2,986,1.348259,South
3105,01-04-2016,2016,West Hartford,197260,342000,Single Family,Detached House,3,1,971,1.348259,East
3106,02-04-2016,2016,Stamford,659900,730000,Single Family,Detached House,3,3,988,1.348259,East
3107,02-04-2016,2016,Waterbury,105640,125000,Single Family,Detached House,3,1,1060,1.348259,North
3108,02-04-2016,2016,Fairfield,762090,752500,Single Family,Detached House,3,2,1009,1.348259,East
3109,02-04-2016,2016,West Hartford,270200,375000,Single Family,Detached House,3,2,942,1.348259,South
3110,03-04-2016,2016,Stamford,788160,1149500,Single Family,Detached House,3,1,1022,1.348259,North
3111,03-04-2016,2016,Bridgeport,169020,120000,Single Family,Detached House,3,3,1068,1.348259,North
3112,03-04-2016,2016,Waterbury,91260,115000,Single Family,Detached House,3,3,931,1.348259,South
3113,03-04-2016,2016,Waterbury,105870,35000,Single Family,Detached House,3,2,1005,1.348259,West
3114,04-04-2016,2016,Fairfield,2491740,6000000,?,Detached House,3,2,1090,1.348259,West
3115,07-04-2016,2016,Waterbury,118080,95000,Single Family,Detached House,3,2,985,1.348259,East
3116,07-04-2016,2016,Stamford,253900,565000,Two Family,Duplex,4,2,1226,1.348259,West
3117,07-04-2016,2016,Stamford,413020,707000,Single Family,Detached House,3,2,906,1.348259,West
3118,08-04-2016,2016,Greenwich,481600,230000,Single Family,Detached House,3,1,1000,1.348259,North
3119,09-04-2016,2016,Greenwich,559440,1100000,Single Family,Detached House,3,3,1007,1.348259,North
3120,09-04-2016,2016,Waterbury,88580,60000,?,Detached House,3,2,901,1.348259,North
3121,09-04-2016,2016,Bridgeport,123420,168500,Single Family,Detached House,3,1,1068,1.348259,South
3122,10-04-2016,2016,Fairfield,919380,1200000,Single Family,Detached House,3,3,964,1.348259,South
3123,10-04-2016,2016,Greenwich,2028040,3450000,Single Family,Detached House,3,2,921,1.348259,East
3124,10-04-2016,2016,Waterbury,85910,90000,Two Family,Duplex,4,4,1315,1.348259,West
3125,14-04-2016,2016,Waterbury,73340,69900,Single Family,Detached House,3,2,979,1.348259,North
3126,14-04-2016,2016,Greenwich,2259250,3050000,Single Family,Detached House,3,3,1004,1.348259,South
3127,16-04-2016,2016,Bridgeport,212290,95000,Three Family,Triplex,6,6,2141,1.348259,East
3128,16-04-2016,2016,West Hartford,213990,345000,Single Family,Detached House,3,1,908,1.348259,South
3129,17-04-2016,2016,Waterbury,73960,58000,Single Family,Detached House,3,2,1014,1.348259,East
3130,17-04-2016,2016,Bridgeport,91140,62000,Single Family,Detached House,3,1,911,1.348259,West
3131,17-04-2016,2016,Waterbury,65190,99000,Two Family,Duplex,4,4,1232,1.348259,North
3132,17-04-2016,2016,Stamford,349010,350000,Single Family,Detached House,3,2,1038,1.348259,East
3133,17-04-2016,2016,Waterbury,22500,27000,Single Family,Detached House,3,3,1072,1.348259,South
3134,21-04-2016,2016,Fairfield,219380,859000,Single Family,Detached House,3,3,905,1.348259,East
3135,21-04-2016,2016,Greenwich,3678430,5900000,Single Family,Detached House,3,1,972,1.348259,West
3136,21-04-2016,2016,Stamford,283560,605000,?,Detached House,3,3,919,1.348259,South
3137,21-04-2016,2016,Waterbury,116410,165000,Single Family,Detached House,3,2,1025,1.348259,East
3138,22-04-2016,2016,West Hartford,264110,360000,Single Family,Detached House,3,3,1032,1.348259,West
3139,23-04-2016,2016,Stamford,467940,759000,Single Family,Detached House,3,1,958,1.348259,West
3140,24-04-2016,2016,Bridgeport,172340,140000,Three Family,Triplex,6,4,1936,1.348259,East
3141,24-04-2016,2016,West Hartford,190260,320000,Single Family,Detached House,3,3,1035,1.348259,South
3142,25-04-2016,2016,Stamford,340870,620000,?,Detached House,3,1,907,1.348259,North
3143,28-04-2016,2016,Greenwich,2654540,3925000,Single Family,Detached House,3,2,978,1.348259,West
3144,28-04-2016,2016,West Hartford,225190,245000,?,Detached House,3,2,932,1.348259,West
3145,28-04-2016,2016,Stamford,213850,392000,Two Family,Duplex,4,2,1425,1.348259,West
3146,29-04-2016,2016,Greenwich,1960770,2975000,Single Family,Detached House,3,1,964,1.348259,West
3147,30-04-2016,2016,Bridgeport,200890,75000,?,Duplex,4,2,1274,1.348259,East
3148,30-04-2016,2016,Bridgeport,202780,232000,Three Family,Triplex,6,5,1858,1.348259,South
3149,01-05-2016,2016,Bridgeport,220560,120000,?,Fourplex,8,7,2675,1.348259,South
3150,01-05-2016,2016,Stamford,287120,475000,?,Detached House,3,3,1051,1.348259,East
3151,01-05-2016,2016,Stamford,221230,340000,?,Detached House,3,2,978,1.348259,East
3152,01-05-2016,2016,Stamford,279600,505000,Single Family,Detached House,3,1,966,1.348259,East
3153,01-05-2016,2016,Waterbury,91660,72000,?,Duplex,4,4,1436,1.348259,South
3154,01-05-2016,2016,Bridgeport,94320,144900,Single Family,Detached House,3,3,1014,1.348259,West
3155,02-05-2016,2016,Stamford,381490,285000,?,Detached House,3,3,923,1.348259,North
3156,05-05-2016,2016,Stamford,375690,585000,Single Family,Detached House,3,2,925,1.348259,East
3157,06-05-2016,2016,Bridgeport,180170,278000,Single Family,Detached House,3,3,1065,1.348259,North
3158,07-05-2016,2016,Waterbury,27520,50900,Two Family,Duplex,4,2,1293,1.348259,North
3159,07-05-2016,2016,Bridgeport,112850,32000,Single Family,Detached House,3,1,1082,1.348259,North
3160,07-05-2016,2016,Fairfield,753130,1050000,Single Family,Detached House,3,3,985,1.348259,North
3161,08-05-2016,2016,Stamford,434160,492000,Single Family,Detached House,3,1,1100,1.348259,North
3162,08-05-2016,2016,Waterbury,71810,45000,Single Family,Detached House,3,1,1093,1.348259,North
3163,08-05-2016,2016,Waterbury,83300,155000,Single Family,Detached House,3,3,924,1.348259,West
3164,12-05-2016,2016,Bridgeport,182970,115000,Three Family,Triplex,6,4,2059,1.348259,West
3165,12-05-2016,2016,Bridgeport,221740,140000,Single Family,Detached House,3,2,1043,1.348259,West
3166,13-05-2016,2016,Greenwich,830900,1335000,Single Family,Detached House,3,3,921,1.348259,North
3167,13-05-2016,2016,Waterbury,23860,30000,Three Family,Triplex,6,5,2189,1.348259,South
3168,14-05-2016,2016,Greenwich,1105230,2150000,?,Detached House,3,3,947,1.348259,North
3169,15-05-2016,2016,Waterbury,26690,13000,Three Family,Triplex,6,5,2163,1.348259,West
3170,16-05-2016,2016,Waterbury,80710,144149,Single Family,Detached House,3,1,1096,1.348259,North
3171,16-05-2016,2016,Greenwich,2732100,3825000,Single Family,Detached House,3,1,1066,1.348259,East
3172,19-05-2016,2016,Bridgeport,168910,223500,Single Family,Detached House,3,2,953,1.348259,West
